Domain,Area,Element,Item,Year,Value
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1988,8
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1989,7
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1990,7
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1991,10
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1992,7
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1993,7
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1994,7
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1995,9
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1996,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1997,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1998,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,1999,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2000,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2001,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2002,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2003,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2004,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2005,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2006,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2007,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2008,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2009,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2010,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2011,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2012,31
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Poultry Meat,2013,24
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1961,21
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1962,21
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1963,23
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1964,24
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1965,25
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1966,27
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1967,30
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1968,30
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1969,36
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1970,43
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1971,46
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1972,50
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1973,48
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1974,51
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1975,56
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1976,61
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1977,61
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1978,68
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1979,75
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1980,76
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1981,73
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1982,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1983,68
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1984,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1985,68
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1986,71
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1987,71
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1988,74
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1989,87
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1990,82
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1991,90
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1992,98
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1993,74
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1994,62
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1995,57
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1996,59
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1997,64
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1998,64
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,1999,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2000,65
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2001,65
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2002,75
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2003,75
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2004,75
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2005,75
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2006,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2007,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2008,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2009,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2010,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2011,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2012,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Poultry Meat,2013,70
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1961,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1962,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1963,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1964,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1965,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1966,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1967,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1968,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1969,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1970,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1971,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1972,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1973,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1974,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1975,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1976,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1977,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1978,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1979,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1980,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1981,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1982,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1983,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1984,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1985,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1986,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1987,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1988,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1989,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1990,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1991,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1992,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1993,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1994,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1995,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1996,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1997,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1998,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,1999,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2000,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2001,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2002,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2003,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2004,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2005,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2006,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2007,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2008,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2009,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2010,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2011,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2012,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Poultry Meat,2013,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1961,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1962,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1963,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1964,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1965,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1966,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1967,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1968,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1969,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1970,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1971,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1972,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1973,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1974,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1975,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1976,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1977,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1978,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1979,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1980,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1981,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1982,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1983,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1984,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1985,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1986,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1987,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1988,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1989,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1990,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1991,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1992,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1993,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1994,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1995,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1996,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1997,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1998,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,1999,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2000,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2001,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2002,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2003,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2004,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2005,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2006,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2007,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2008,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2009,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2010,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2011,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2012,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Poultry Meat,2013,
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1961,231
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1962,215
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1963,215
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1964,224
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1965,226
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1966,233
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1967,236
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1968,241
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1969,240
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1970,243
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1971,245
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1972,246
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1973,277
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1974,290
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1975,297
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1976,303
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1977,309
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1978,311
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1979,306
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1980,289
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1981,275
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1982,252
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1983,240
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1984,226
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1985,232
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1986,250
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1987,269
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1988,281
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1989,287
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1990,282
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1991,273
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1992,273
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1993,252
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1994,244
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1995,249
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1996,245
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1997,241
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1998,248
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",1999,260
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2000,260
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2001,259
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2002,269
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2003,271
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2004,245
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2005,254
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2006,266
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2007,272
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2008,278
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2009,278
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2010,277
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2011,277
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2012,283
"Food Balances (-2013, old methodology and population)",United States of America,Production,"Meat, Other",2013,287
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1961,20
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1962,35
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1963,29
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1964,12
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1965,13
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1966,18
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1967,17
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1968,17
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1969,19
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1970,21
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1971,18
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1972,15
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1973,14
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1974,12
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1975,10
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1976,11
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1977,8
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1978,11
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1979,11
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1980,11
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1981,14
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1982,14
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1983,13
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1984,13
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1985,16
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1986,13
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1987,14
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1988,14
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1989,4
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1990,2
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1991,5
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1992,2
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1993,3
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1994,3
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1995,4
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1996,7
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1997,10
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1998,7
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",1999,7
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2000,6
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2001,6
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2002,7
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2003,6
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2004,7
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2005,9
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2006,8
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2007,9
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2008,11
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2009,8
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2010,8
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2011,9
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2012,9
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,"Meat, Other",2013,9
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1961,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1962,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1963,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1964,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1965,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1966,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1967,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1968,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1969,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1970,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1971,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1972,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1973,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1974,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1975,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1976,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1977,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1978,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1979,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1980,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1981,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1982,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1983,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1984,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1985,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1986,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1987,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1988,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1989,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1990,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1991,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1992,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1993,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1994,0
