Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2002,1000 tonnes,307
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2003,1000 tonnes,303
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2004,1000 tonnes,312
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2005,1000 tonnes,331
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2006,1000 tonnes,334
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2007,1000 tonnes,330
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2008,1000 tonnes,332
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2009,1000 tonnes,313
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2010,1000 tonnes,287
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2011,1000 tonnes,301
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2012,1000 tonnes,275
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Mutton & Goat Meat,2013,1000 tonnes,289
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,1991,1000 tonnes,979
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,1992,1000 tonnes,1002
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,1993,1000 tonnes,1023
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,1994,1000 tonnes,1061
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,1995,1000 tonnes,1017
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,1996,1000 tonnes,1004
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,1997,1000 tonnes,1091
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,1998,1000 tonnes,1135
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,1999,1000 tonnes,1042
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2000,1000 tonnes,899
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2001,1000 tonnes,777
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2002,1000 tonnes,774
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2003,1000 tonnes,716
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2004,1000 tonnes,708
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2005,1000 tonnes,706
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2006,1000 tonnes,697
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2007,1000 tonnes,739
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2008,1000 tonnes,740
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2009,1000 tonnes,720
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2010,1000 tonnes,758
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2011,1000 tonnes,806
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2012,1000 tonnes,825
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Pigmeat,2013,1000 tonnes,833
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,1991,1000 tonnes,1037
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,1992,1000 tonnes,1234
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,1993,1000 tonnes,1296
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,1994,1000 tonnes,1364
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,1995,1000 tonnes,1405
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,1996,1000 tonnes,1462
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,1997,1000 tonnes,1520
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,1998,1000 tonnes,1546
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,1999,1000 tonnes,1525
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2000,1000 tonnes,1513
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2001,1000 tonnes,1567
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2002,1000 tonnes,1556
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2003,1000 tonnes,1569
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2004,1000 tonnes,1564
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2005,1000 tonnes,1584
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2006,1000 tonnes,1516
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2007,1000 tonnes,1459
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2008,1000 tonnes,1430
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2009,1000 tonnes,1459
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2010,1000 tonnes,1570
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2011,1000 tonnes,1559
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2012,1000 tonnes,1609
"Food Balances (-2013, old methodology and population)",United Kingdom of Great Britain and Northern Ireland,Production,Poultry Meat,2013,1000 tonnes,1662
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,1991,1000 tonnes,200
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,1992,1000 tonnes,205
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,1993,1000 tonnes,210
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,1994,1000 tonnes,213
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,1995,1000 tonnes,246
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,1996,1000 tonnes,194
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,1997,1000 tonnes,193
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,1998,1000 tonnes,198
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,1999,1000 tonnes,260
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2000,1000 tonnes,230
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2001,1000 tonnes,181
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2002,1000 tonnes,182
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2003,1000 tonnes,183
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2004,1000 tonnes,184
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2005,1000 tonnes,205
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2006,1000 tonnes,208
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2007,1000 tonnes,181
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2008,1000 tonnes,219
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2009,1000 tonnes,225
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2010,1000 tonnes,244
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2011,1000 tonnes,263
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2012,1000 tonnes,290
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Bovine Meat,2013,1000 tonnes,300
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,1991,1000 tonnes,32
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,1992,1000 tonnes,33
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,1993,1000 tonnes,34
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,1994,1000 tonnes,35
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,1995,1000 tonnes,37
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,1996,1000 tonnes,37
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,1997,1000 tonnes,38
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,1998,1000 tonnes,38
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,1999,1000 tonnes,39
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2000,1000 tonnes,40
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2001,1000 tonnes,41
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2002,1000 tonnes,41
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2003,1000 tonnes,42
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2004,1000 tonnes,43
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2005,1000 tonnes,43
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2006,1000 tonnes,44
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2007,1000 tonnes,44
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2008,1000 tonnes,44
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2009,1000 tonnes,44
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2010,1000 tonnes,45
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2011,1000 tonnes,56
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2012,1000 tonnes,60
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Mutton & Goat Meat,2013,1000 tonnes,63
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,1991,1000 tonnes,9
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,1992,1000 tonnes,9
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,1993,1000 tonnes,9
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,1994,1000 tonnes,9
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,1995,1000 tonnes,10
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,1996,1000 tonnes,10
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,1997,1000 tonnes,11
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,1998,1000 tonnes,11
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,1999,1000 tonnes,12
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2000,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2001,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2002,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2003,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2004,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2005,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2006,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2007,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2008,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2009,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2010,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2011,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2012,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Pigmeat,2013,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,1991,1000 tonnes,29
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,1992,1000 tonnes,30
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,1993,1000 tonnes,35
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,1994,1000 tonnes,31
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,1995,1000 tonnes,35
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,1996,1000 tonnes,33
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,1997,1000 tonnes,36
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,1998,1000 tonnes,39
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,1999,1000 tonnes,41
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2000,1000 tonnes,43
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2001,1000 tonnes,51
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2002,1000 tonnes,56
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2003,1000 tonnes,63
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2004,1000 tonnes,64
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2005,1000 tonnes,70
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2006,1000 tonnes,71
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2007,1000 tonnes,79
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2008,1000 tonnes,79
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2009,1000 tonnes,79
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2010,1000 tonnes,82
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2011,1000 tonnes,95
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2012,1000 tonnes,86
"Food Balances (-2013, old methodology and population)",United Republic of Tanzania,Production,Poultry Meat,2013,1000 tonnes,89
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,1991,1000 tonnes,10534
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,1992,1000 tonnes,10612
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,1993,1000 tonnes,10584
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,1994,1000 tonnes,11194
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,1995,1000 tonnes,11585
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,1996,1000 tonnes,11749
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,1997,1000 tonnes,11714
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,1998,1000 tonnes,11803
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,1999,1000 tonnes,12123
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2000,1000 tonnes,12298
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2001,1000 tonnes,11982
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2002,1000 tonnes,12427
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2003,1000 tonnes,12039
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2004,1000 tonnes,11135
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2005,1000 tonnes,11196
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2006,1000 tonnes,11863
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2007,1000 tonnes,11979
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2008,1000 tonnes,12163
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2009,1000 tonnes,11891
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2010,1000 tonnes,12046
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2011,1000 tonnes,11921
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2012,1000 tonnes,11811
"Food Balances (-2013, old methodology and population)",United States of America,Production,Bovine Meat,2013,1000 tonnes,11719
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,1991,1000 tonnes,165
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,1992,1000 tonnes,158
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,1993,1000 tonnes,153
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,1994,1000 tonnes,140
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,1995,1000 tonnes,130
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,1996,1000 tonnes,122
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,1997,1000 tonnes,118
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,1998,1000 tonnes,114
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,1999,1000 tonnes,113
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2000,1000 tonnes,106
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2001,1000 tonnes,101
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2002,1000 tonnes,101
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2003,1000 tonnes,92
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2004,1000 tonnes,88
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2005,1000 tonnes,85
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2006,1000 tonnes,84
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2007,1000 tonnes,83
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2008,1000 tonnes,82
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2009,1000 tonnes,80
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2010,1000 tonnes,76
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2011,1000 tonnes,70
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2012,1000 tonnes,73
"Food Balances (-2013, old methodology and population)",United States of America,Production,Mutton & Goat Meat,2013,1000 tonnes,73
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,1991,1000 tonnes,7258
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,1992,1000 tonnes,7817
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,1993,1000 tonnes,7751
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,1994,1000 tonnes,8027
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,1995,1000 tonnes,8097
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,1996,1000 tonnes,7764
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,1997,1000 tonnes,7835
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,1998,1000 tonnes,8623
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,1999,1000 tonnes,8758
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2000,1000 tonnes,8597
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2001,1000 tonnes,8691
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2002,1000 tonnes,8929
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2003,1000 tonnes,9056
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2004,1000 tonnes,9303
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2005,1000 tonnes,9383
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2006,1000 tonnes,9550
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2007,1000 tonnes,9951
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2008,1000 tonnes,10599
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2009,1000 tonnes,10442
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2010,1000 tonnes,10186
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2011,1000 tonnes,10331
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2012,1000 tonnes,10554
"Food Balances (-2013, old methodology and population)",United States of America,Production,Pigmeat,2013,1000 tonnes,10525
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1991,1000 tonnes,11324
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1992,1000 tonnes,12008
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1993,1000 tonnes,12440
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1994,1000 tonnes,13247
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1995,1000 tonnes,13827
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1996,1000 tonnes,14567
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1997,1000 tonnes,14999
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1998,1000 tonnes,15178
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,1999,1000 tonnes,16039
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2000,1000 tonnes,16416
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2001,1000 tonnes,16813
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2002,1000 tonnes,17077
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2003,1000 tonnes,17276
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2004,1000 tonnes,18004
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2005,1000 tonnes,18623
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2006,1000 tonnes,18882
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2007,1000 tonnes,19387
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2008,1000 tonnes,19881
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2009,1000 tonnes,18953
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2010,1000 tonnes,19583
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2011,1000 tonnes,19792
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2012,1000 tonnes,19796
"Food Balances (-2013, old methodology and population)",United States of America,Production,Poultry Meat,2013,1000 tonnes,20085
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,1991,1000 tonnes,320
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,1992,1000 tonnes,329
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,1993,1000 tonnes,310
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,1994,1000 tonnes,361
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,1995,1000 tonnes,318
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,1996,1000 tonnes,389
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,1997,1000 tonnes,442
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,1998,1000 tonnes,425
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,1999,1000 tonnes,414
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2000,1000 tonnes,421
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2001,1000 tonnes,329
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2002,1000 tonnes,405
